Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,Store State
OD5742,Ravi,Oil & Masala,Masalas,Kanyakumari,08-11-2016,South,"? 1,451.00",33.00%,? 101.57,Tamil Nadu
OD5743,Amy,Fruits & Veggies,Organic Fruits,Tenkasi,12-08-2018,South,? 960.00,26.00%,? 297.60,Tamil Nadu
OD5744,Amy,Snacks,Chocolates,Cumbum,28-10-2017,South,? 759.00,16.00%,? 68.31,Tamil Nadu
OD5745,Arutra,Bakery,Cakes,Nagercoil,08-11-2016,South,"? 2,140.00",30.00%,? 963.00,Tamil Nadu
OD5746,Sharon,"Eggs, Meat & Fish",Fish,Tirunelveli,19-09-2015,South,"? 1,746.00",20.00%,? 87.30,Tamil Nadu
OD5747,Verma,"Eggs, Meat & Fish",Chicken,Coimbatore,23-11-2017,South,"? 2,172.00",18.00%,? 152.04,Tamil Nadu
OD5748,Shah,Beverages,Health Drinks,Viluppuram,23-11-2017,South,"? 2,328.00",33.00%,? 954.48,Tamil Nadu
OD5749,Anu,"Eggs, Meat & Fish",Mutton,Nagercoil,24-11-2015,South,? 771.00,26.00%,? 107.94,Tamil Nadu
OD5750,Aditi,Oil & Masala,Edible Oil & Ghee,Coimbatore,11-12-2017,South,"? 1,358.00",23.00%,? 543.20,Tamil Nadu
OD5751,Esther,Oil & Masala,Spices,Cumbum,04-12-2018,South,"? 1,122.00",18.00%,? 269.28,Tamil Nadu
OD5752,Rumaiza,Bakery,Biscuits,Viluppuram,11-12-2017,South,"? 1,200.00",15.00%,? 180.00,Tamil Nadu
OD5753,Alan,Oil & Masala,Masalas,Cumbum,15-09-2016,South,"? 1,317.00",31.00%,? 263.40,Tamil Nadu
OD5754,Sudeep,Fruits & Veggies,Organic Vegetables,Dindigul,15-09-2016,South,"? 2,201.00",10.00%,? 748.34,Tamil Nadu
OD5755,Krithika,"Eggs, Meat & Fish",Fish,Ooty,15-11-2017,South,"? 2,293.00",25.00%,? 710.83,Tamil Nadu
OD5756,Muneer,Oil & Masala,Spices,Chennai,26-09-2018,South,"? 2,091.00",30.00%,? 460.02,Tamil Nadu
OD5757,Arutra,Bakery,Breads & Buns,Dindigul,03-03-2017,South,"? 1,546.00",25.00%,? 386.50,Tamil Nadu
OD5758,Ravi,Snacks,Noodles,Tenkasi,16-01-2018,South,? 540.00,14.00%,? 124.20,Tamil Nadu
OD5759,Veena,Food Grains,Atta & Flour,Nagercoil,01-09-2018,South,"? 1,141.00",26.00%,? 102.69,Tamil Nadu
OD5760,Arvind,Food Grains,Organic Staples,Vellore,24-09-2017,South,"? 2,108.00",32.00%,? 927.52,Tamil Nadu
OD5761,Sharon,"Eggs, Meat & Fish",Eggs,Nagercoil,10-09-2018,South,"? 1,659.00",16.00%,? 663.60,Tamil Nadu
OD5762,Sundar,Snacks,Noodles,Cumbum,16-07-2016,South,"? 1,602.00",22.00%,? 416.52,Tamil Nadu
OD5763,Arutra,Fruits & Veggies,Fresh Vegetables,Theni,16-07-2016,South,"? 1,483.00",35.00%,? 652.52,Tamil Nadu
OD5764,Veronica,"Eggs, Meat & Fish",Eggs,Dharmapuri,14-06-2017,South,? 511.00,12.00%,? 25.55,Tamil Nadu
OD5765,Kumar,Beverages,Health Drinks,Dharmapuri,16-01-2018,South,"? 1,792.00",20.00%,? 645.12,Tamil Nadu
OD5766,Sharon,Oil & Masala,Edible Oil & Ghee,Salem,25-10-2016,South,"? 2,229.00",29.00%,? 958.47,Tamil Nadu
OD5767,Krithika,Beverages,Health Drinks,Tenkasi,13-08-2017,South,? 685.00,14.00%,? 47.95,Tamil Nadu
OD5768,Hafiz,Oil & Masala,Masalas,Kanyakumari,13-01-2018,South,"? 2,120.00",25.00%,? 169.60,Tamil Nadu
OD5769,Vidya,Fruits & Veggies,Fresh Fruits,Dharmapuri,25-07-2017,South,"? 1,581.00",19.00%,? 110.67,Tamil Nadu
OD5770,Ridhesh,Fruits & Veggies,Fresh Vegetables,Chennai,27-05-2017,South,? 711.00,13.00%,? 298.62,Tamil Nadu
OD5771,Malik,"Eggs, Meat & Fish",Mutton,Vellore,02-04-2017,South,"? 1,997.00",20.00%,? 219.67,Tamil Nadu
OD5772,Sheeba,Snacks,Noodles,Trichy,25-07-2017,South,"? 2,324.00",19.00%,? 836.64,Tamil Nadu
OD5773,James,Oil & Masala,Masalas,Pudukottai,01-06-2018,South,? 695.00,29.00%,? 125.10,Tamil Nadu
OD5774,Sundar,Snacks,Chocolates,Namakkal,18-04-2016,South,"? 1,842.00",32.00%,? 626.28,Tamil Nadu
OD5775,Komal,Food Grains,Dals & Pulses,Trichy,07-07-2017,South,? 679.00,29.00%,? 40.74,Tamil Nadu
OD5776,Yusuf,Bakery,Cakes,Coimbatore,23-11-2015,South,"? 1,207.00",22.00%,? 434.52,Tamil Nadu
OD5777,Peer,Beverages,Soft Drinks,Karur,28-05-2018,South,? 584.00,26.00%,? 35.04,Tamil Nadu
OD5778,Kumar,"Eggs, Meat & Fish",Chicken,Theni,01-12-2015,South,? 814.00,18.00%,? 350.02,Tamil Nadu
OD5779,Ram,Beverages,Health Drinks,Viluppuram,21-11-2016,South,"? 1,866.00",23.00%,? 223.92,Tamil Nadu
OD5780,Komal,Bakery,Cakes,Chennai,02-12-2017,South,"? 2,395.00",15.00%,? 670.60,Tamil Nadu
OD5781,Hafiz,Oil & Masala,Edible Oil & Ghee,Pudukottai,31-05-2016,South,"? 1,254.00",15.00%,? 238.26,Tamil Nadu
OD5782,Haseena,Oil & Masala,Edible Oil & Ghee,Salem,23-12-2017,South,"? 2,178.00",20.00%,? 348.48,Tamil Nadu
OD5783,Muneer,Snacks,Noodles,Nagercoil,09-02-2016,South,"? 1,343.00",11.00%,? 470.05,Tamil Nadu
OD5784,Ram,Beverages,Soft Drinks,Vellore,16-07-2017,South,"? 2,016.00",29.00%,? 665.28,Tamil Nadu
OD5785,Roshan,Snacks,Chocolates,Ramanadhapuram,20-05-2015,South,"? 1,925.00",29.00%,? 231.00,Tamil Nadu
OD5786,Adavan,"Eggs, Meat & Fish",Mutton,Kanyakumari,14-09-2015,South,"? 1,518.00",24.00%,? 607.20,Tamil Nadu
OD5787,Jackson,Snacks,Noodles,Ooty,10-11-2018,South,? 729.00,19.00%,? 167.67,Tamil Nadu
OD5788,Kumar,Fruits & Veggies,Organic Fruits,Viluppuram,07-07-2017,South,? 608.00,21.00%,? 42.56,Tamil Nadu
OD5789,Muneer,Food Grains,Dals & Pulses,Pudukottai,22-12-2018,South,"? 1,102.00",17.00%,? 352.64,Tamil Nadu
OD5790,Amy,Food Grains,Organic Staples,Viluppuram,05-12-2017,South,"? 2,409.00",10.00%,? 794.97,Tamil Nadu
OD5791,Sudha,Oil & Masala,Spices,Ramanadhapuram,25-01-2017,South,"? 2,451.00",27.00%,? 539.22,Tamil Nadu
OD5792,Krithika,Bakery,Biscuits,Trichy,13-10-2015,South,"? 1,562.00",21.00%,? 609.18,Tamil Nadu
OD5793,Arutra,Food Grains,Organic Staples,Viluppuram,08-05-2017,South,"? 1,981.00",31.00%,? 277.34,Tamil Nadu
OD5794,Shree,Beverages,Soft Drinks,Salem,31-05-2016,South,"? 1,428.00",17.00%,? 128.52,Tamil Nadu
OD5795,Ram,Food Grains,Atta & Flour,Theni,11-09-2016,South,"? 2,384.00",20.00%,? 309.92,Tamil Nadu
OD5796,Arvind,Snacks,Noodles,Madurai,07-11-2018,South,? 557.00,25.00%,? 178.24,Tamil Nadu
OD5797,Hussain,Beverages,Health Drinks,Viluppuram,13-11-2018,South,"? 1,799.00",32.00%,? 683.62,Tamil Nadu
OD5798,Shree,"Eggs, Meat & Fish",Fish,Tirunelveli,20-11-2018,South,"? 2,374.00",13.00%,? 379.84,Tamil Nadu
OD5799,Muneer,"Eggs, Meat & Fish",Eggs,Dindigul,24-11-2017,South,"? 1,438.00",19.00%,? 143.80,Tamil Nadu
OD5800,Hafiz,Beverages,Soft Drinks,Vellore,05-08-2015,South,"? 2,176.00",21.00%,? 413.44,Tamil Nadu
OD5801,Sudha,Snacks,Cookies,Virudhunagar,09-09-2015,South,? 841.00,12.00%,? 201.84,Tamil Nadu
OD5802,Shah,Snacks,Cookies,Kanyakumari,20-05-2015,South,? 619.00,15.00%,? 210.46,Tamil Nadu
OD5803,Adavan,Bakery,Biscuits,Krishnagiri,28-05-2018,South,"? 1,657.00",27.00%,? 579.95,Tamil Nadu
OD5804,Amrish,Food Grains,Organic Staples,Viluppuram,24-07-2017,South,? 568.00,25.00%,? 232.88,Tamil Nadu
OD5805,Akash,Snacks,Cookies,Nagercoil,20-12-2015,South,"? 1,206.00",21.00%,? 518.58,Tamil Nadu
OD5806,Mathew,Bakery,Biscuits,Namakkal,15-09-2016,South,"? 2,171.00",27.00%,? 868.40,Tamil Nadu
OD5807,Ramesh,Food Grains,Dals & Pulses,Tenkasi,09-01-2017,South,"? 1,853.00",11.00%,? 111.18,Tamil Nadu
OD5808,Anu,Fruits & Veggies,Organic Vegetables,Karur,05-03-2016,South,"? 1,946.00",11.00%,? 603.26,Tamil Nadu
OD5809,Shree,"Eggs, Meat & Fish",Mutton,Nagercoil,11-11-2015,South,"? 1,046.00",31.00%,? 62.76,Tamil Nadu
OD5810,Muneer,Food Grains,Rice,Bodi,19-06-2018,South,"? 1,240.00",31.00%,? 446.40,Tamil Nadu
OD5811,Sudha,Beverages,Soft Drinks,Chennai,14-07-2017,South,"? 2,498.00",34.00%,? 299.76,Tamil Nadu
OD5812,Sundar,Fruits & Veggies,Fresh Fruits,Salem,09-10-2017,South,"? 1,447.00",20.00%,? 159.17,Tamil Nadu
OD5813,Hussain,Fruits & Veggies,Organic Fruits,Bodi,31-12-2015,South,"? 1,114.00",29.00%,? 89.12,Tamil Nadu
OD5814,Ravi,"Eggs, Meat & Fish",Mutton,Krishnagiri,05-03-2016,South,"? 1,280.00",25.00%,? 371.20,Tamil Nadu
OD5815,Yadav,Bakery,Cakes,Ramanadhapuram,13-03-2017,South,"? 1,977.00",22.00%,? 177.93,Tamil Nadu
OD5816,Ravi,Snacks,Noodles,Nagercoil,19-06-2018,South,"? 2,475.00",14.00%,? 470.25,Tamil Nadu
OD5817,Kumar,Snacks,Cookies,Ooty,15-12-2015,South,"? 1,254.00",31.00%,? 250.80,Tamil Nadu
OD5818,Roshan,Snacks,Chocolates,Chennai,26-11-2017,South,"? 1,340.00",15.00%,? 522.60,Tamil Nadu
OD5819,Shah,Beverages,Soft Drinks,Tirunelveli,25-01-2017,South,"? 1,479.00",33.00%,? 562.02,Tamil Nadu
OD5820,Sharon,Snacks,Chocolates,Trichy,30-12-2015,South,"? 2,052.00",16.00%,? 410.40,Tamil Nadu
OD5821,Sudeep,Fruits & Veggies,Fresh Vegetables,Namakkal,29-04-2018,South,"? 2,091.00",27.00%,? 752.76,Tamil Nadu
OD5822,Ravi,Snacks,Cookies,Tirunelveli,31-10-2015,South,"? 2,383.00",12.00%,? 881.71,Tamil Nadu
OD5823,Jackson,Fruits & Veggies,Fresh Fruits,Dindigul,11-11-2015,South,"? 1,331.00",12.00%,? 439.23,Tamil Nadu
OD5824,Alan,Bakery,Breads & Buns,Ramanadhapuram,28-06-2016,South,"? 1,913.00",34.00%,? 707.81,Tamil Nadu
OD5825,Anu,Snacks,Cookies,Chennai,25-11-2018,South,"? 2,458.00",26.00%,? 467.02,Tamil Nadu
OD5826,Yadav,Beverages,Soft Drinks,Cumbum,02-10-2018,South,"? 1,333.00",34.00%,? 239.94,Tamil Nadu
OD5827,Arutra,Beverages,Soft Drinks,Nagercoil,28-11-2017,South,"? 1,979.00",18.00%,? 435.38,Tamil Nadu
OD5828,Arutra,Fruits & Veggies,Fresh Fruits,Vellore,02-11-2018,South,"? 2,271.00",11.00%,? 817.56,Tamil Nadu
OD5829,Veronica,Fruits & Veggies,Fresh Vegetables,Bodi,28-11-2015,South,"? 1,254.00",35.00%,? 539.22,Tamil Nadu
OD5830,Jackson,Food Grains,Organic Staples,Coimbatore,18-10-2015,South,"? 2,067.00",25.00%,? 826.80,Tamil Nadu
OD5831,Harish,Oil & Masala,Masalas,Tirunelveli,20-03-2017,South,? 665.00,24.00%,? 146.30,Tamil Nadu
OD5832,Amrish,Food Grains,Organic Staples,Viluppuram,05-07-2016,South,"? 1,900.00",28.00%,? 475.00,Tamil Nadu
OD5833,Vinne,Food Grains,Dals & Pulses,Kanyakumari,01-04-2018,South,"? 1,100.00",21.00%,? 209.00,Tamil Nadu
OD5834,Vinne,Oil & Masala,Spices,Ooty,19-05-2018,South,"? 2,407.00",22.00%,? 481.40,Tamil Nadu
OD5835,Esther,Fruits & Veggies,Fresh Fruits,Virudhunagar,17-07-2016,South,"? 1,517.00",22.00%,? 166.87,Tamil Nadu
OD5836,Esther,Bakery,Cakes,Perambalur,10-04-2018,South,"? 1,944.00",28.00%,? 311.04,Tamil Nadu
OD5837,Malik,Food Grains,Rice,Krishnagiri,16-12-2015,South,"? 1,328.00",12.00%,? 544.48,Tamil Nadu
OD5838,Vinne,Snacks,Chocolates,Perambalur,09-12-2017,South,"? 1,842.00",19.00%,? 313.14,Tamil Nadu
OD5839,Peer,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,04-11-2017,South,"? 1,430.00",31.00%,? 214.50,Tamil Nadu
OD5840,Ram,Bakery,Breads & Buns,Krishnagiri,27-08-2018,South,"? 2,076.00",33.00%,? 539.76,Tamil Nadu
OD5841,Veronica,Beverages,Health Drinks,Viluppuram,16-12-2018,South,"? 1,646.00",22.00%,? 197.52,Tamil Nadu
OD5842,Jackson,"Eggs, Meat & Fish",Mutton,Pudukottai,13-03-2017,South,"? 1,418.00",31.00%,? 255.24,Tamil Nadu
OD5843,Suresh,Food Grains,Dals & Pulses,Pudukottai,19-10-2018,South,? 573.00,25.00%,? 126.06,Tamil Nadu
OD5844,Harish,Bakery,Biscuits,Chennai,09-06-2015,South,? 726.00,27.00%,? 196.02,Tamil Nadu
OD5845,Sudeep,Snacks,Noodles,Coimbatore,17-09-2018,South,"? 1,603.00",25.00%,? 112.21,Tamil Nadu
OD5846,Muneer,Bakery,Cakes,Salem,25-11-2015,South,"? 1,958.00",12.00%,? 313.28,Tamil Nadu
OD5847,Sabeela,Food Grains,Atta & Flour,Salem,27-06-2018,South,"? 1,968.00",16.00%,? 806.88,Tamil Nadu
OD5848,Ganesh,Fruits & Veggies,Fresh Vegetables,Viluppuram,09-02-2018,South,? 588.00,26.00%,? 170.52,Tamil Nadu
OD5849,Shah,Beverages,Soft Drinks,Nagercoil,04-12-2016,South,"? 2,018.00",32.00%,? 565.04,Tamil Nadu
OD5850,Vince,Beverages,Health Drinks,Krishnagiri,24-03-2016,South,"? 1,364.00",26.00%,? 422.84,Tamil Nadu
OD5851,Vidya,"Eggs, Meat & Fish",Fish,Tirunelveli,20-06-2016,South,"? 1,212.00",35.00%,? 278.76,Tamil Nadu
OD5852,Sudeep,Oil & Masala,Masalas,Karur,19-08-2015,South,? 976.00,33.00%,? 97.60,Tamil Nadu
OD5853,Roshan,Fruits & Veggies,Organic Fruits,Ooty,17-07-2018,South,"? 1,223.00",13.00%,? 61.15,Tamil Nadu
OD5854,Sharon,Oil & Masala,Spices,Virudhunagar,02-07-2017,South,"? 1,053.00",25.00%,? 294.84,Tamil Nadu
OD5855,James,Beverages,Soft Drinks,Viluppuram,04-11-2017,South,"? 2,039.00",34.00%,? 570.92,Tamil Nadu
OD5856,Komal,Bakery,Biscuits,Pudukottai,03-10-2015,South,? 853.00,25.00%,? 93.83,Tamil Nadu
OD5857,Krithika,Snacks,Noodles,Viluppuram,16-12-2018,South,"? 2,450.00",14.00%,"? 1,053.50",Tamil Nadu
OD5858,Verma,Beverages,Soft Drinks,Tirunelveli,16-12-2018,South,"? 1,397.00",13.00%,? 363.22,Tamil Nadu
OD5859,Vince,"Eggs, Meat & Fish",Mutton,Ooty,31-08-2018,South,? 814.00,35.00%,? 260.48,Tamil Nadu
OD5860,Yadav,Beverages,Soft Drinks,Ooty,02-08-2017,South,? 787.00,33.00%,? 165.27,Tamil Nadu
OD5861,Sudha,Oil & Masala,Masalas,Ooty,14-12-2016,South,? 530.00,30.00%,? 153.70,Tamil Nadu
OD5862,Esther,Beverages,Soft Drinks,Perambalur,03-06-2017,South,"? 1,489.00",11.00%,? 253.13,Tamil Nadu
OD5863,Ravi,Fruits & Veggies,Fresh Fruits,Chennai,19-10-2018,South,? 822.00,21.00%,? 271.26,Tamil Nadu
OD5864,Hafiz,"Eggs, Meat & Fish",Chicken,Coimbatore,27-08-2018,South,"? 1,512.00",21.00%,? 105.84,Tamil Nadu
OD5865,Veronica,Fruits & Veggies,Fresh Fruits,Trichy,03-10-2015,South,? 797.00,11.00%,? 47.82,Tamil Nadu
OD5866,Ram,Beverages,Health Drinks,Perambalur,01-03-2016,South,? 717.00,33.00%,? 78.87,Tamil Nadu
OD5867,Surya,Beverages,Health Drinks,Tirunelveli,12-03-2017,South,"? 1,501.00",16.00%,? 570.38,Tamil Nadu
OD5868,Anu,Beverages,Soft Drinks,Perambalur,04-11-2017,South,"? 1,070.00",18.00%,? 278.20,Tamil Nadu
OD5869,Aditi,Food Grains,Dals & Pulses,Bodi,04-09-2018,South,"? 2,426.00",20.00%,? 291.12,Tamil Nadu
OD5870,Jonas,Beverages,Health Drinks,Ooty,11-02-2018,South,? 930.00,20.00%,? 158.10,Tamil Nadu
OD5871,Shree,Beverages,Health Drinks,Namakkal,30-10-2016,South,"? 1,278.00",23.00%,? 383.40,Tamil Nadu
OD5872,Arvind,Oil & Masala,Spices,Nagercoil,21-08-2018,South,"? 2,174.00",25.00%,? 956.56,Tamil Nadu
OD5873,Harish,Oil & Masala,Edible Oil & Ghee,Dharmapuri,25-12-2016,South,? 619.00,19.00%,? 80.47,Tamil Nadu
OD5874,Suresh,Food Grains,Organic Staples,Dindigul,07-05-2018,South,"? 2,302.00",16.00%,? 161.14,Tamil Nadu
OD5875,Arutra,"Eggs, Meat & Fish",Fish,Pudukottai,25-03-2018,South,"? 1,232.00",23.00%,? 492.80,Tamil Nadu
OD5876,Muneer,Fruits & Veggies,Fresh Vegetables,Namakkal,07-05-2018,South,"? 1,392.00",23.00%,? 417.60,Tamil Nadu
OD5877,Arutra,Bakery,Biscuits,Theni,10-12-2016,South,"? 1,003.00",16.00%,? 120.36,Tamil Nadu
OD5878,Aditi,Food Grains,Atta & Flour,Virudhunagar,25-09-2017,South,"? 1,899.00",12.00%,? 341.82,Tamil Nadu
OD5879,Akash,Beverages,Soft Drinks,Vellore,08-04-2018,South,"? 2,084.00",19.00%,? 521.00,Tamil Nadu
OD5880,Arutra,"Eggs, Meat & Fish",Mutton,Krishnagiri,05-09-2016,South,"? 2,317.00",22.00%,? 417.06,Tamil Nadu
OD5881,Amy,Fruits & Veggies,Organic Fruits,Cumbum,24-12-2016,South,? 696.00,31.00%,? 180.96,Tamil Nadu
OD5882,Sabeela,Oil & Masala,Edible Oil & Ghee,Cumbum,10-11-2017,South,"? 1,956.00",32.00%,? 215.16,Tamil Nadu
OD5883,James,Beverages,Soft Drinks,Vellore,22-09-2017,South,"? 1,747.00",32.00%,? 331.93,Tamil Nadu
OD5884,Aditi,Oil & Masala,Edible Oil & Ghee,Pudukottai,14-03-2017,South,"? 1,618.00",11.00%,? 436.86,Tamil Nadu
OD5885,Shah,Food Grains,Organic Staples,Namakkal,10-12-2016,South,? 890.00,20.00%,? 284.80,Tamil Nadu
OD5886,Ganesh,Fruits & Veggies,Fresh Fruits,Dindigul,09-12-2018,South,"? 1,856.00",16.00%,? 686.72,Tamil Nadu
OD5887,Ridhesh,Oil & Masala,Masalas,Theni,31-10-2017,South,"? 1,800.00",17.00%,? 270.00,Tamil Nadu
OD5888,Amrish,Beverages,Soft Drinks,Ramanadhapuram,20-07-2018,South,"? 1,986.00",18.00%,? 575.94,Tamil Nadu
OD5889,Komal,Oil & Masala,Spices,Coimbatore,18-11-2015,South,"? 1,364.00",15.00%,? 231.88,Tamil Nadu
OD5890,Hafiz,Snacks,Noodles,Madurai,25-03-2018,South,"? 2,343.00",25.00%,? 374.88,Tamil Nadu
OD5891,Willams,Food Grains,Rice,Krishnagiri,26-03-2018,South,? 717.00,35.00%,? 107.55,Tamil Nadu
OD5892,Harish,Food Grains,Dals & Pulses,Chennai,08-04-2018,South,"? 2,317.00",11.00%,? 718.27,Tamil Nadu
OD5893,Adavan,Fruits & Veggies,Fresh Vegetables,Nagercoil,20-06-2017,South,"? 2,265.00",33.00%,? 543.60,Tamil Nadu
OD5894,Muneer,"Eggs, Meat & Fish",Eggs,Bodi,21-09-2016,South,? 523.00,33.00%,? 146.44,Tamil Nadu
OD5895,Shah,Beverages,Soft Drinks,Madurai,24-09-2018,South,"? 2,267.00",28.00%,? 566.75,Tamil Nadu
OD5896,Vidya,Beverages,Health Drinks,Perambalur,20-02-2015,South,? 602.00,18.00%,? 108.36,Tamil Nadu
OD5897,Shree,Oil & Masala,Spices,Viluppuram,13-11-2017,South,? 511.00,22.00%,? 178.85,Tamil Nadu
OD5898,Malik,Bakery,Breads & Buns,Trichy,07-05-2018,South,"? 1,083.00",35.00%,? 357.39,Tamil Nadu
OD5899,Muneer,"Eggs, Meat & Fish",Fish,Vellore,18-12-2018,South,"? 1,505.00",32.00%,? 90.30,Tamil Nadu
OD5900,Willams,Snacks,Chocolates,Vellore,08-01-2017,South,"? 1,490.00",18.00%,? 521.50,Tamil Nadu
OD5901,Peer,Snacks,Cookies,Bodi,11-11-2017,South,"? 2,291.00",32.00%,? 939.31,Tamil Nadu
OD5902,Yadav,Snacks,Cookies,Ooty,25-03-2018,South,"? 1,912.00",26.00%,? 133.84,Tamil Nadu
OD5903,Komal,Oil & Masala,Edible Oil & Ghee,Viluppuram,03-01-2017,South,"? 2,130.00",27.00%,? 532.50,Tamil Nadu
OD5904,Anu,Fruits & Veggies,Organic Fruits,Namakkal,29-11-2016,South,"? 1,608.00",22.00%,? 369.84,Tamil Nadu
OD5905,Alan,Food Grains,Organic Staples,Virudhunagar,25-11-2017,South,"? 1,763.00",12.00%,? 423.12,Tamil Nadu
OD5906,Haseena,Fruits & Veggies,Organic Fruits,Theni,25-09-2017,South,? 563.00,31.00%,? 101.34,Tamil Nadu
OD5907,Vidya,"Eggs, Meat & Fish",Fish,Coimbatore,10-09-2016,South,? 988.00,23.00%,? 256.88,Tamil Nadu
OD5908,Vidya,Oil & Masala,Masalas,Chennai,28-08-2016,South,? 784.00,34.00%,? 305.76,Tamil Nadu
OD5909,Mathew,Oil & Masala,Spices,Namakkal,11-11-2017,South,"? 1,900.00",24.00%,? 133.00,Tamil Nadu
OD5910,Akash,Food Grains,Organic Staples,Chennai,28-12-2018,South,"? 2,394.00",30.00%,? 335.16,Tamil Nadu
OD5911,Ridhesh,Fruits & Veggies,Fresh Vegetables,Namakkal,19-11-2018,South,"? 1,802.00",12.00%,? 630.70,Tamil Nadu
OD5912,Rumaiza,Snacks,Cookies,Nagercoil,21-03-2017,South,? 978.00,11.00%,? 440.10,Tamil Nadu
OD5913,Aditi,Oil & Masala,Edible Oil & Ghee,Karur,16-02-2017,South,"? 1,430.00",14.00%,? 643.50,Tamil Nadu
OD5914,Surya,Food Grains,Rice,Cumbum,27-06-2017,South,"? 1,136.00",35.00%,? 193.12,Tamil Nadu
OD5915,Malik,Snacks,Chocolates,Ramanadhapuram,08-02-2017,South,"? 2,448.00",21.00%,? 905.76,Tamil Nadu
OD5916,Malik,Fruits & Veggies,Fresh Vegetables,Dindigul,18-04-2017,South,"? 1,427.00",15.00%,? 499.45,Tamil Nadu
OD5917,Vince,Food Grains,Rice,Krishnagiri,15-03-2017,South,"? 1,334.00",24.00%,? 466.90,Tamil Nadu
OD5918,Shah,Snacks,Cookies,Nagercoil,21-07-2015,South,"? 1,341.00",23.00%,? 187.74,Tamil Nadu
OD5919,Arutra,Fruits & Veggies,Fresh Vegetables,Dharmapuri,26-09-2017,South,? 703.00,21.00%,? 189.81,Tamil Nadu
OD5920,James,Snacks,Cookies,Vellore,20-11-2017,South,"? 1,433.00",21.00%,? 515.88,Tamil Nadu
OD5921,Shree,Beverages,Soft Drinks,Chennai,25-11-2015,South,"? 1,863.00",32.00%,? 652.05,Tamil Nadu
OD5922,Malik,Bakery,Cakes,Tirunelveli,05-09-2017,South,? 859.00,22.00%,? 154.62,Tamil Nadu
OD5923,Sundar,Oil & Masala,Spices,Salem,24-10-2016,South,"? 1,230.00",11.00%,? 467.40,Tamil Nadu
OD5924,Malik,Fruits & Veggies,Organic Vegetables,Viluppuram,27-12-2017,South,"? 1,903.00",29.00%,? 114.18,Tamil Nadu
OD5925,James,Fruits & Veggies,Fresh Fruits,Salem,11-05-2015,South,? 973.00,20.00%,? 214.06,Tamil Nadu
OD5926,Alan,Beverages,Soft Drinks,Dindigul,12-11-2015,South,"? 1,742.00",34.00%,? 191.62,Tamil Nadu
OD5927,Surya,Food Grains,Rice,Vellore,13-11-2018,South,? 945.00,19.00%,? 349.65,Tamil Nadu
OD5928,Ravi,"Eggs, Meat & Fish",Chicken,Krishnagiri,06-08-2016,South,? 557.00,24.00%,? 144.82,Tamil Nadu
OD5929,Alan,Fruits & Veggies,Organic Vegetables,Tirunelveli,27-04-2018,South,? 549.00,31.00%,? 170.19,Tamil Nadu
OD5930,Veronica,Fruits & Veggies,Fresh Vegetables,Tenkasi,06-05-2018,South,"? 1,503.00",15.00%,? 240.48,Tamil Nadu
OD5931,Verma,"Eggs, Meat & Fish",Fish,Namakkal,27-09-2017,South,"? 1,987.00",28.00%,? 178.83,Tamil Nadu
OD5932,Sheeba,"Eggs, Meat & Fish",Chicken,Krishnagiri,09-10-2018,South,? 560.00,21.00%,? 190.40,Tamil Nadu
OD5933,Vinne,Snacks,Cookies,Madurai,09-10-2018,South,"? 1,548.00",28.00%,? 170.28,Tamil Nadu
OD5934,Suresh,Snacks,Noodles,Bodi,18-05-2018,South,"? 1,861.00",12.00%,? 576.91,Tamil Nadu
OD5935,Ramesh,Beverages,Health Drinks,Ramanadhapuram,16-11-2016,South,"? 2,246.00",33.00%,? 449.20,Tamil Nadu
OD5936,Alan,Snacks,Cookies,Dharmapuri,15-12-2015,South,"? 2,252.00",12.00%,? 360.32,Tamil Nadu
OD5937,Esther,Food Grains,Rice,Theni,28-12-2018,South,? 633.00,22.00%,? 69.63,Tamil Nadu
OD5938,Roshan,Fruits & Veggies,Organic Vegetables,Coimbatore,02-02-2017,South,? 912.00,16.00%,? 355.68,Tamil Nadu
OD5939,Roshan,"Eggs, Meat & Fish",Fish,Theni,17-09-2016,South,"? 1,464.00",27.00%,? 614.88,Tamil Nadu
OD5940,Akash,Oil & Masala,Edible Oil & Ghee,Viluppuram,23-11-2015,South,"? 1,844.00",35.00%,? 737.60,Tamil Nadu
OD5941,Shah,Oil & Masala,Edible Oil & Ghee,Cumbum,13-12-2015,South,"? 2,149.00",31.00%,? 107.45,Tamil Nadu
OD5942,Hafiz,Snacks,Noodles,Pudukottai,18-05-2018,South,"? 1,158.00",20.00%,? 405.30,Tamil Nadu
OD5943,Hafiz,Fruits & Veggies,Fresh Fruits,Chennai,28-12-2018,South,? 900.00,30.00%,? 252.00,Tamil Nadu
OD5944,Hafiz,Fruits & Veggies,Organic Fruits,Ramanadhapuram,25-11-2015,South,"? 1,466.00",28.00%,? 498.44,Tamil Nadu
OD5945,Hafiz,Food Grains,Atta & Flour,Theni,08-10-2016,South,? 650.00,34.00%,? 286.00,Tamil Nadu
OD5946,Hafiz,Fruits & Veggies,Organic Fruits,Namakkal,20-11-2017,South,"? 1,546.00",33.00%,? 92.76,Tamil Nadu
OD5947,Ridhesh,Snacks,Noodles,Dindigul,31-03-2016,South,"? 1,744.00",34.00%,? 540.64,Tamil Nadu
